team,GS,GA,WA,C,WD,GD,GK,duration,absPlusMinus,per15PlusMinus
Fever,J.Fowler,K.Stanton,I.Colyer,V.Charles,J.Anstiss,S.Aryang,C.Bruce,25.233333333333334,6,3.5667107001321003
Magpies,E.Ryde,G.Sinclair,K.Browne,K.Altmann,M.Bragg,J.Ward,G.Mentor,26.766666666666666,6,3.3623910336239105
Thunderbirds,L.Potgieter,G.Horjus,C.Pitman,T.Williams,M.Nankivell,L.Guscoth,S.Sterling,27.216666666666665,5,2.755664421310472
Fever,J.Fowler,A.Teague-Neeld,E.Cosh,V.Charles,J.Anstiss,S.Francis,C.Bruce,88.75,16,2.704225352112676
Lightning,C.Koenen,S.Wood,L.Scherian,M.McAuliffe,L.Langman,K.Pretorius,P.Maweni,25.8,4,2.3255813953488373
Swifts,S.Wallace,H.Housby,N.Haythornthwaite,P.Hadley,S.Craig,L.Moore,S.Klau,58.05,8,2.0671834625323
Thunderbirds,S.Glasgow,G.Horjus,C.Pitman,H.Petty,M.Nankivell,L.Guscoth,S.Sterling,55.21666666666667,7,1.9015997585270146
Vixens,M.Kumwenda,C.Thwaites,L.Watson,K.Moloney,K.Eddy,J.Weston,K.Dehaney,95.26666666666667,12,1.8894331700489853
Vixens,C.Thwaites,T.Philip,L.Watson,K.Moloney,K.Eddy,J.Weston,E.Mannix,139.46666666666667,17,1.8283938814531548
Thunderbirds,L.Potgieter,G.Horjus,M.Nankivell,H.Petty,S.van der Merwe,L.Guscoth,S.Sterling,24.733333333333334,3,1.8194070080862534
Swifts,S.Wallace,S.Garbin,N.Haythornthwaite,P.Hadley,S.Craig,L.Moore,S.Klau,25.116666666666667,3,1.7916390179163901
Swifts,S.Wallace,H.Housby,M.Proud,P.Hadley,S.Craig,L.Moore,S.Klau,55.63333333333333,6,1.6177351707609346
Vixens,M.Kumwenda,C.Thwaites,L.Watson,K.Moloney,K.Eddy,J.Weston,E.Mannix,90.85,8,1.3208585580627408
GIANTS,J.Harten,K.Austin,M.Hay,J.Price,A.Parmenter,A.Brandley,S.Poolman,35.71666666666667,3,1.2599160055996266
Lightning,P.Proscovia,C.Koenen,L.Scherian,L.Langman,M.McAuliffe,K.Pretorius,P.Maweni,25.0,2,1.2
Vixens,M.Kumwenda,C.Thwaites,L.Watson,K.Moloney,J.Weston,K.Eddy,E.Mannix,25.616666666666667,2,1.1711125569290826
Lightning,C.Koenen,S.Wood,L.Scherian,L.Langman,J.Russell,K.Pretorius,P.Maweni,81.9,6,1.0989010989010988
Firebirds,R.Aiken,T.Dwan,L.Dunkley,M.Cassidy,G.Simpson,K.Jenner,T.Hinchliffe,138.95,10,1.079525008996042
Swifts,S.Wallace,H.Housby,M.Proud,T.Fraser,P.Hadley,S.Craig,S.Klau,15.0,1,1.0
Magpies,S.Nelson,G.Sinclair,K.Browne,M.Browne,M.Jovic,M.Garrett,G.Mentor,15.983333333333333,1,0.9384775808133473
Lightning,P.Proscovia,S.Wood,L.Scherian,L.Langman,J.Russell,K.Pretorius,P.Maweni,32.11666666666667,2,0.934094447327452
Magpies,E.Ryde,G.Sinclair,M.Jovic,K.Altmann,J.Ward,M.Garrett,G.Mentor,18.833333333333332,1,0.7964601769911505
GIANTS,C.Bassett,J.Harten,K.Austin,J.Price,A.Parmenter,K.Manu'a,S.Poolman,175.1,9,0.7709880068532267
Thunderbirds,L.Potgieter,G.Horjus,C.Pitman,M.Nankivell,S.van der Merwe,K.Shimmin,S.Sterling,79.2,4,0.7575757575757576
Fever,J.Fowler,A.Teague-Neeld,E.Cosh,V.Charles,J.Anstiss,S.Aryang,C.Bruce,43.55,2,0.6888633754305397
Magpies,S.Nelson,G.Sinclair,M.Browne,M.Jovic,M.Bragg,M.Garrett,G.Mentor,21.933333333333334,1,0.6838905775075987
GIANTS,J.Harten,K.Austin,M.Hay,J.Price,K.Manu'a,A.Brandley,S.Poolman,30.0,1,0.5
GIANTS,J.Harten,K.Austin,M.Hay,J.Price,A.Parmenter,K.Manu'a,S.Poolman,174.08333333333334,4,0.3446625179511728
Firebirds,R.Aiken,T.Dwan,J.Mi Mi,M.Cassidy,G.Simpson,K.Jenner,T.Hinchliffe,239.0,5,0.3138075313807531
Lightning,C.Koenen,S.Wood,L.Scherian,L.Langman,M.McAuliffe,K.Pretorius,P.Maweni,293.55,4,0.20439448134900357
Magpies,S.Nelson,G.Sinclair,M.Jovic,T.Orr,M.Bragg,J.Ward,G.Mentor,23.25,0,0.0
Vixens,M.Kumwenda,T.Philip,L.Watson,K.Moloney,K.Eddy,J.Weston,K.Dehaney,43.766666666666666,-1,-0.34272658035034276
Swifts,S.Wallace,H.Housby,M.Proud,P.Hadley,S.Craig,M.Turner,S.Klau,32.31666666666667,-1,-0.4641567818463125
Magpies,S.Nelson,G.Sinclair,K.Browne,M.Browne,M.Bragg,J.Ward,G.Mentor,90.6,-4,-0.6622516556291391
Swifts,S.Wallace,H.Housby,N.Haythornthwaite,M.Proud,P.Hadley,L.Moore,S.Klau,36.85,-2,-0.8141112618724559
Swifts,H.Housby,S.Garbin,N.Haythornthwaite,M.Proud,P.Hadley,S.Craig,S.Klau,18.383333333333333,-1,-0.8159564823209429
Fever,J.Fowler,A.Teague-Neeld,I.Colyer,V.Charles,J.Anstiss,S.Francis,O.Lewis,66.05,-4,-0.9084027252081757
Lightning,P.Proscovia,S.Wood,L.Scherian,L.Langman,M.McAuliffe,K.Pretorius,P.Maweni,24.216666666666665,-2,-1.2388162422573985
Thunderbirds,L.Potgieter,G.Horjus,C.Pitman,M.Nankivell,S.van der Merwe,L.Guscoth,S.Sterling,120.75,-11,-1.3664596273291925
Fever,J.Fowler,A.Teague-Neeld,V.Charles,J.Anstiss,S.Francis,S.Aryang,C.Bruce,32.53333333333333,-3,-1.3831967213114755
Magpies,S.Nelson,G.Sinclair,K.Altmann,M.Jovic,M.Bragg,J.Ward,G.Mentor,75.85,-7,-1.3843111404087014
Firebirds,R.Aiken,T.Dwan,M.Gardner,M.Cassidy,G.Simpson,K.Jenner,T.Hinchliffe,34.35,-4,-1.7467248908296942
GIANTS,C.Bassett,J.Harten,K.Austin,J.Price,A.Parmenter,K.Manu'a,M.McDonell,16.833333333333332,-2,-1.7821782178217822
Fever,J.Fowler,K.Stanton,I.Colyer,V.Charles,J.Anstiss,S.Francis,C.Bruce,15.366666666666667,-2,-1.9522776572668112
Magpies,S.Nelson,G.Sinclair,K.Browne,M.Jovic,M.Bragg,J.Ward,G.Mentor,68.2,-9,-1.9794721407624634
Thunderbirds,L.Potgieter,G.Horjus,C.Pitman,H.Petty,M.Nankivell,L.Guscoth,S.Sterling,67.81666666666666,-10,-2.2118456623248957
Thunderbirds,L.Potgieter,S.Gooden,C.Pitman,M.Nankivell,S.van der Merwe,K.Shimmin,S.Sterling,16.133333333333333,-3,-2.7892561983471076
Magpies,S.Nelson,G.Sinclair,M.Jovic,K.Altmann,M.Bragg,J.Ward,G.Mentor,15.533333333333333,-3,-2.896995708154506
Firebirds,R.Aiken,T.Dwan,J.Mi Mi,M.Cassidy,G.Simpson,K.Jenner,R.Ellis,30.516666666666666,-6,-2.9492080830147462
Magpies,E.Ryde,G.Sinclair,K.Browne,M.Browne,M.Bragg,M.Garrett,G.Mentor,19.183333333333334,-4,-3.1277150304083405
Magpies,E.Ryde,G.Sinclair,K.Browne,M.Browne,M.Bragg,J.Ward,G.Mentor,48.96666666666667,-11,-3.3696392103471746
Thunderbirds,L.Potgieter,S.Glasgow,C.Pitman,H.Petty,S.van der Merwe,L.Guscoth,S.Sterling,16.033333333333335,-4,-3.742203742203742
Lightning,P.Proscovia,C.Koenen,L.Scherian,L.Langman,J.Russell,K.Pretorius,P.Maweni,17.7,-5,-4.237288135593221
Thunderbirds,L.Potgieter,S.Gooden,C.Pitman,H.Petty,M.Nankivell,S.van der Merwe,S.Sterling,21.1,-6,-4.265402843601895
Swifts,S.Wallace,H.Housby,N.Haythornthwaite,M.Proud,P.Hadley,M.Turner,S.Klau,43.36666666666667,-13,-4.4965411222136815
GIANTS,J.Harten,K.Austin,M.Hay,J.Price,A.Brandley,K.Manu'a,S.Poolman,18.083333333333332,-6,-4.976958525345623
Swifts,S.Garbin,H.Housby,N.Haythornthwaite,P.Hadley,S.Craig,L.Moore,S.Klau,17.116666666666667,-6,-5.258033106134372
Firebirds,R.Aiken,I.Venter,J.Mi Mi,M.Cassidy,G.Simpson,K.Jenner,T.Hinchliffe,23.766666666666666,-10,-6.3113604488078545
Lightning,C.Koenen,S.Wood,L.Scherian,M.McAuliffe,J.Russell,K.Pretorius,A.Lee-Jones,15.0,-10,-10.0
Magpies,S.Nelson,G.Sinclair,K.Browne,K.Altmann,M.Bragg,J.Ward,G.Mentor,21.05,-15,-10.688836104513063
